codigo,nome,cidade,estado,populacao,pop_ate9,pop_de10a14,pop_de15a19,pop_de20a24,pop_de25a34,pop_de35a49,pop_de50a59,pop_mais_de60,domicilios_a1,domicilios_a2,domicilios_b1,domicilios_b2,domicilios_c1,domicilios_c2,domicilios_d,domicilios_e,renda_media,faturamento,subprefeitura,regiao_adm,area,idh
3304557128,Santa Teresa,Rio de Janeiro,RJ,42081.0,4341,2130,2887,3499,7584,9814,5201,6625,150,453,2290,2790,4882,3508,615,1565,2287.0,703465.0,Centro e Centro Historico,Santa Teresa,515.71,0.878
3304557101,Santissimo,Rio de Janeiro,RJ,42629.0,5738,2720,3708,3296,6650,9887,5049,5581,0,0,672,2287,4163,4281,722,1796,1400.0,536367.0,Zona Oeste,Campo Grande,831.96,0.78
3304557003,Santo Cristo,Rio de Janeiro,RJ,12678.0,1629,728,962,1039,2114,2749,1554,1903,0,0,121,537,1436,1208,193,823,1237.0,752007.0,Centro e Centro Historico,Portuaria,168.47,0.792
3304557025,Sao Conrado,Rio de Janeiro,RJ,11290.0,885,500,661,726,1464,2463,1741,2850,939,956,744,418,432,356,37,207,17650.0,1330747.0,Zona Sul,Lagoa,648.86,0.873
3304557026,Sao Cristovao,Rio de Janeiro,RJ,25371.0,2676,1260,1788,1956,3902,5406,3340,5043,0,118,1207,1750,2853,1811,335,1040,1946.0,828172.0,Centro e Centro Historico,Sao Cristovao,410.56,0.833
3304557047,Sao Francisco Xavier,Rio de Janeiro,RJ,8578.0,972,502,613,758,1417,1764,1092,1460,0,92,480,701,666,581,131,358,2317.0,878830.0,Grande Meier,Meier,64.89,0.8
3304557152,Saude,Rio de Janeiro,RJ,2827.0,281,153,160,251,574,590,343,475,0,0,44,125,263,293,53,225,1222.0,828677.0,Centro e Centro Historico,Portuaria,36.38,0.792
3304557100,Senador Camara,Rio de Janeiro,RJ,108492.0,15597,7178,9358,9024,16818,22481,12713,15323,0,60,1679,4459,9656,10096,2173,7987,1287.0,197681.0,Zona Oeste,Bangu,1723.59,0.768
3304557103,Senador Vasconcelos,Rio de Janeiro,RJ,31463.0,4094,2048,2746,2405,4951,6955,3854,4410,0,0,602,2028,2988,2803,502,1499,1513.0,689701.0,Zona Oeste,Campo Grande,644.18,0.802
3304557108,Sepetiba,Rio de Janeiro,RJ,58172.0,9222,4258,5189,4395,8075,11859,6616,8558,0,0,423,2186,4931,5847,1133,4395,1139.0,450723.0,Zona Oeste,Santa Cruz,1162.13,0.761
3304557089,Tanque,Rio de Janeiro,RJ,38925.0,4782,2256,2951,2968,6188,8480,4953,6347,0,106,1771,2493,3803,2937,720,1490,1897.0,778067.0,Barra e Jacarepagua,Jacarepagua,556.8,0.831
3304557088,Taquara,Rio de Janeiro,RJ,105009.0,11084,5474,7981,8028,16085,23292,14297,18768,142,899,6441,7581,9678,6934,1111,3111,2986.0,1014058.0,Barra e Jacarepagua,Jacarepagua,1320.66,0.876
3304557119,Taua,Rio de Janeiro,RJ,30403.0,4008,1783,2398,2442,4930,6505,3601,4736,0,138,1081,1651,2673,2467,436,1962,1704.0,752629.0,Ilha do Governador,Ilha do Governador,167.25,0.817
3304557030,Tijuca,Rio de Janeiro,RJ,168267.0,13033,6405,9750,10968,23657,33313,23892,47249,4351,8306,19076,11631,10755,6539,1280,3723,7844.0,2157079.0,Grande Tijuca,Tijuca,1006.56,0.926
3304557054,Todos Os Santos,Rio de Janeiro,RJ,25341.0,1998,1039,1454,1589,3636,5685,3910,6030,0,1057,2976,2350,1956,772,0,212,4001.0,1200769.0,Grande Meier,Meier,101.27,0.922
3304557151,Tomas Coelho,Rio de Janeiro,RJ,23316.0,3089,1393,1852,1791,3737,4931,2746,3777,0,0,632,1434,2324,2303,305,1014,1567.0,722040.0,Zona Norte,Inhauma,174.75,0.802
3304557075,Turiacu,Rio de Janeiro,RJ,17734.0,2453,1087,1465,1409,2620,3713,2231,2756,0,0,502,1155,1667,1481,238,770,1652.0,798206.0,Zona Norte,Madureira,125.58,0.812
3304557015,Urca,Rio de Janeiro,RJ,7260.0,649,340,471,499,892,1896,915,1598,417,592,862,329,224,156,0,125,10573.0,1126244.0,Zona Sul,Botafogo,231.9,0.952
3304557134,Vargem Grande,Rio de Janeiro,RJ,14436.0,2125,1003,1262,1149,2492,3250,1599,1556,14,115,501,499,1288,1335,273,711,1884.0,768425.0,Barra e Jacarepagua,Barra da Tijuca,3938.04,0.746
3304557133,Vargem Pequena,Rio de Janeiro,RJ,28018.0,4547,2026,2703,2602,5010,6512,2431,2187,31,160,693,911,2588,2895,497,1154,1740.0,560631.0,Barra e Jacarepagua,Barra da Tijuca,1443.83,0.746
3304557159,Vasco Da Gama,Rio de Janeiro,RJ,15908.0,1909,878,1182,1320,2667,3381,1885,2686,0,32,467,846,1612,1474,302,935,1550.0,767430.0,Centro e Centro Historico,Sao Cristovao,100.31,0.833
3304557074,Vaz Lobo,Rio de Janeiro,RJ,15595.0,1908,888,1149,1260,2534,3300,1939,2617,0,0,451,892,1410,1345,259,839,1580.0,797801.0,Zona Norte,Madureira,110.12,0.807
3304557063,Vicente De Carvalho,Rio de Janeiro,RJ,25668.0,3363,1615,2107,1847,3933,5318,3119,4366,0,137,576,1399,2210,2482,637,1362,1598.0,738591.0,Zona Norte,Iraja,183.57,0.773
3304557024,Vidigal,Rio de Janeiro,RJ,13158.0,1907,904,1139,1165,2245,2948,1417,1433,18,47,124,367,1386,1647,149,827,1495.0,700834.0,Zona Sul,Lagoa,162.14,0.873
3304557045,Vigario Geral,Rio de Janeiro,RJ,43000.0,6229,3049,4189,3789,6424,8806,4738,5776,0,0,725,1429,3097,3726,933,3497,1184.0,623144.0,Zona Norte,Vigario Geral,338.53,0.763
3304557064,Vila Da Penha,Rio de Janeiro,RJ,26183.0,2152,992,1456,1665,3678,5542,4096,6602,0,520,2449,2388,2333,1236,189,631,2989.0,1100481.0,Zona Norte,Iraja,143.57,0.909
3304557033,Vila Isabel,Rio de Janeiro,RJ,88426.0,8117,4021,5750,6128,13459,18234,12029,20688,1417,2352,7949,6209,6402,5244,966,2441,5118.0,1528242.0,Grande Tijuca,Vila Isabel,321.71,0.901
3304557062,Vila Kosmos,Rio de Janeiro,RJ,18791.0,1802,921,1442,1462,2500,3944,2920,3800,0,259,774,1363,1923,1379,190,405,2316.0,901446.0,Zona Norte,Iraja,151.93,0.876
3304557093,Vila Militar,Rio de Janeiro,RJ,13556.0,1888,787,1042,982,2542,2908,1528,1879,0,219,714,828,1051,1012,116,465,2416.0,849731.0,Zona Oeste,Realengo,1075.67,0.856
3304557091,Vila Valqueire,Rio de Janeiro,RJ,33190.0,3166,1619,2255,2326,4752,7183,4950,6939,0,906,2866,2241,2982,1200,360,772,3189.0,1127042.0,Barra e Jacarepagua,Jacarepagua,423.22,0.904
3304557065,Vista Alegre,Rio de Janeiro,RJ,8867.0,724,387,580,565,1205,1812,1474,2120,0,87,556,836,940,484,75,214,2418.0,921875.0,Zona Norte,Iraja,51.52,0.86
3304557110,Zumbi,Rio de Janeiro,RJ,2072.0,175,74,120,121,318,417,314,533,0,89,234,177,147,72,10,47,3791.0,919451.0,Ilha do Governador,Ilha do Governador,16.11,0.858
